"date","variable","value"
2013-07-21 17:58:35.382,"X2",0.353571760468185
2013-07-21 17:58:36.382,"X2",0.382413867395371
2013-07-21 17:58:37.382,"X2",0.0211512730456889
2013-07-21 17:58:38.382,"X2",0.338139635976404
2013-07-21 17:58:39.382,"X2",0.514928305055946
2013-07-21 17:58:40.382,"X2",0.172071695327759
2013-07-21 17:58:41.382,"X2",0.444459703750908
2013-07-21 17:58:42.382,"X2",0.0306145797949284
2013-07-21 17:58:43.382,"X2",0.464387990301475
2013-07-21 17:58:44.382,"X2",0.373654735274613
2013-07-21 17:58:45.382,"X2",0.717185115674511
2013-07-21 17:58:46.382,"X2",0.440324563533068
2013-07-21 17:58:47.382,"X2",0.251296418951824
2013-07-21 17:58:48.382,"X2",0.224183290731162
2013-07-21 17:58:49.382,"X2",0.955085701076314
2013-07-21 17:58:50.382,"X2",0.683462303830311
2013-07-21 17:58:51.382,"X2",0.316886671353132
2013-07-21 17:58:52.382,"X2",0.649543842067942
2013-07-21 17:58:53.382,"X2",0.393367854179814
2013-07-21 17:58:54.382,"X2",0.623440441908315
2013-07-21 17:58:55.382,"X2",0.0298741206061095
2013-07-21 17:58:56.382,"X2",0.984313015127555
2013-07-21 17:58:57.382,"X2",0.626992535544559
2013-07-21 17:58:58.382,"X2",0.412480800412595
2013-07-21 17:58:59.382,"X2",0.338820190168917
2013-07-21 17:59:00.382,"X2",0.123364643659443
2013-07-21 17:59:01.382,"X2",0.247996947262436
2013-07-21 17:59:02.382,"X2",0.757010174216703
2013-07-21 17:59:03.382,"X2",0.157974031753838
2013-07-21 17:59:04.382,"X2",0.994694786146283
2013-07-21 17:59:05.382,"X2",0.374621483264491
2013-07-21 17:59:06.382,"X2",0.855716519290581
2013-07-21 17:59:07.382,"X2",0.185228689108044
2013-07-21 17:59:08.382,"X2",0.957597809610888
2013-07-21 17:59:09.382,"X2",0.723187246359885
2013-07-21 17:59:10.382,"X2",0.694453317672014
2013-07-21 17:59:11.382,"X2",0.225817742524669
2013-07-21 17:59:12.382,"X2",0.474461452802643
2013-07-21 17:57:33.382,"X3",0.646290499716997
2013-07-21 17:57:34.382,"X3",0.986382274189964
2013-07-21 17:57:35.382,"X3",0.995214749593288
2013-07-21 17:57:36.382,"X3",0.987073579570279
2013-07-21 17:57:37.382,"X3",0.145344962598756
2013-07-21 17:57:38.382,"X3",0.0154720165301114
2013-07-21 17:57:39.382,"X3",0.0652513592503965
2013-07-21 17:57:40.382,"X3",0.189787640236318
2013-07-21 17:57:41.382,"X3",0.980587534606457
2013-07-21 17:57:42.382,"X3",0.237409807508811
2013-07-21 17:57:43.382,"X3",0.912187466863543
2013-07-21 17:57:44.382,"X3",0.0518781174905598
2013-07-21 17:57:45.382,"X3",0.67704565753229
2013-07-21 17:57:46.382,"X3",0.519722278229892
2013-07-21 17:57:47.382,"X3",0.18006343441084
2013-07-21 17:57:48.382,"X3",0.0359117016196251
2013-07-21 17:57:49.382,"X3",0.595835173968226
2013-07-21 17:57:50.382,"X3",0.759119611466303
2013-07-21 17:57:51.382,"X3",0.323312686290592
2013-07-21 17:57:52.382,"X3",0.432521618204191
2013-07-21 17:57:53.382,"X3",0.545148863689974
2013-07-21 17:57:54.382,"X3",0.694289680104703
2013-07-21 17:57:55.382,"X3",0.971548648551106
2013-07-21 17:57:56.382,"X3",0.492489674361423
2013-07-21 17:57:57.382,"X3",0.549185724696144
2013-07-21 17:57:58.382,"X3",0.118296461412683
2013-07-21 17:57:59.382,"X3",0.263004448032007
2013-07-21 17:58:00.382,"X3",0.0469774235971272
2013-07-21 17:58:01.382,"X3",0.43386192410253
2013-07-21 17:58:02.382,"X3",0.363199187908322
2013-07-21 17:58:03.382,"X3",0.109203533036634
2013-07-21 17:58:04.382,"X3",0.0580929352436215
2013-07-21 17:58:05.382,"X3",0.588629989186302
2013-07-21 17:58:06.382,"X3",0.224957550410181
2013-07-21 17:58:07.382,"X3",0.232155537698418
2013-07-21 17:58:08.382,"X3",0.836793055990711
2013-07-21 17:58:09.382,"X3",0.566377843730152
2013-07-21 17:58:10.382,"X3",0.763300398830324
2013-07-21 17:58:11.382,"X3",0.703614263329655
2013-07-21 17:58:12.382,"X3",0.585687590297312
2013-07-21 17:58:13.382,"X3",0.479084544349462
2013-07-21 17:58:14.382,"X3",0.655825848458335
2013-07-21 17:58:15.382,"X3",0.596455485094339
2013-07-21 17:58:16.382,"X3",0.67896462418139
2013-07-21 17:58:17.382,"X3",0.378819337347522
2013-07-21 17:58:18.382,"X3",0.0154017331078649
2013-07-21 17:58:19.382,"X3",0.854261874686927
2013-07-21 17:58:20.382,"X3",0.259075500769541
2013-07-21 17:58:21.382,"X3",0.472518389113247
2013-07-21 17:58:22.382,"X3",0.745907811913639
2013-07-21 17:58:23.382,"X3",0.0345909886527807
2013-07-21 17:58:24.382,"X3",0.518026466481388
2013-07-21 17:58:25.382,"X3",0.164224868407473
2013-07-21 17:58:26.382,"X3",0.12845484027639
2013-07-21 17:58:27.382,"X3",0.0895102091599256
2013-07-21 17:58:28.382,"X3",0.479455412831157
2013-07-21 17:58:29.382,"X3",0.6351522882469
2013-07-21 17:58:30.382,"X3",0.719056740868837
2013-07-21 17:58:31.382,"X3",0.489766314392909
2013-07-21 17:58:32.382,"X3",0.0201960017438978
2013-07-21 17:58:33.382,"X3",0.859572071349248
2013-07-21 17:58:34.382,"X3",0.063847646350041
2013-07-21 17:58:35.382,"X3",0.987661972176284
2013-07-21 17:58:36.382,"X3",0.396245496114716
2013-07-21 17:58:37.382,"X3",0.00988487177528441
2013-07-21 17:58:38.382,"X3",0.0434204544872046
2013-07-21 17:58:39.382,"X3",0.917110814945772
2013-07-21 17:58:40.382,"X3",0.491653623292223
2013-07-21 17:58:41.382,"X3",0.129163027042523
2013-07-21 17:58:42.382,"X3",0.9630674617365
2013-07-21 17:58:43.382,"X3",0.925370624056086
2013-07-21 17:58:44.382,"X3",0.23757182364352
2013-07-21 17:58:45.382,"X3",0.358036530902609
2013-07-21 17:58:46.382,"X3",0.34984471835196
2013-07-21 17:58:47.382,"X3",0.377334280638024
2013-07-21 17:58:48.382,"X3",0.23157801758498
2013-07-21 17:58:49.382,"X3",0.0719453662168235
2013-07-21 17:58:50.382,"X3",0.936824962962419
2013-07-21 17:58:51.382,"X3",0.191005849512294
2013-07-21 17:58:52.382,"X3",0.203084757784382
2013-07-21 17:58:53.382,"X3",0.65616246429272
2013-07-21 17:58:54.382,"X3",0.931619480252266
2013-07-21 17:58:55.382,"X3",0.1659760188777
2013-07-21 17:58:56.382,"X3",0.56820804788731
2013-07-21 17:58:57.382,"X3",0.518667971715331
2013-07-21 17:58:58.382,"X3",0.676042701816186
2013-07-21 17:58:59.382,"X3",0.45522878668271
2013-07-21 17:59:00.382,"X3",0.129873588681221
2013-07-21 17:59:01.382,"X3",0.681738688610494
2013-07-21 17:59:02.382,"X3",0.597288860706612
2013-07-21 17:59:03.382,"X3",0.973371182801202
2013-07-21 17:59:04.382,"X3",0.498544371221215
2013-07-21 17:59:05.382,"X3",0.446153682656586
2013-07-21 17:59:06.382,"X3",0.366905953036621
2013-07-21 17:59:07.382,"X3",0.51864908542484
2013-07-21 17:59:08.382,"X3",0.410341100068763
2013-07-21 17:59:09.382,"X3",0.893561635399237
2013-07-21 17:59:10.382,"X3",0.792717315955088
2013-07-21 17:59:11.382,"X3",0.609208000358194
2013-07-21 17:59:12.382,"X3",0.345248729456216
2013-07-21 17:57:33.382,"X4",0.780172003200278
2013-07-21 17:57:34.382,"X4",0.0966405805666
2013-07-21 17:57:35.382,"X4",0.153134618187323
2013-07-21 17:57:36.382,"X4",0.864760195603594
2013-07-21 17:57:37.382,"X4",0.481490334961563
2013-07-21 17:57:38.382,"X4",0.119786598486826
2013-07-21 17:57:39.382,"X4",0.775454706512392
2013-07-21 17:57:40.382,"X4",0.893524753861129
2013-07-21 17:57:41.382,"X4",0.816708070691675
2013-07-21 17:57:42.382,"X4",0.881827218923718
2013-07-21 17:57:43.382,"X4",0.0681801063474268
2013-07-21 17:57:44.382,"X4",0.356559156673029
2013-07-21 17:57:45.382,"X4",0.32503532525152
2013-07-21 17:57:46.382,"X4",0.21807609940879
2013-07-21 17:57:47.382,"X4",0.133087389403954
2013-07-21 17:57:48.382,"X4",0.730030686594546
2013-07-21 17:57:49.382,"X4",0.866247144993395
2013-07-21 17:57:50.382,"X4",0.599039082648233
2013-07-21 17:57:51.382,"X4",0.448463645996526
2013-07-21 17:57:52.382,"X4",0.434362694621086
2013-07-21 17:57:53.382,"X4",0.579706754535437
2013-07-21 17:57:54.382,"X4",0.323832769645378
2013-07-21 17:57:55.382,"X4",0.922129543032497
2013-07-21 17:57:56.382,"X4",0.437222476582974
2013-07-21 17:57:57.382,"X4",0.202943500829861
2013-07-21 17:57:58.382,"X4",0.957346493611112
2013-07-21 17:57:59.382,"X4",0.569692129967734
2013-07-21 17:58:00.382,"X4",0.254233797313645
2013-07-21 17:58:01.382,"X4",0.831521876621991
2013-07-21 17:58:02.382,"X4",0.897471694741398
2013-07-21 17:58:03.382,"X4",0.639276302419603
2013-07-21 17:58:04.382,"X4",0.829485999653116
2013-07-21 17:58:05.382,"X4",0.275114136049524
2013-07-21 17:58:06.382,"X4",0.388944034930319
2013-07-21 17:58:07.382,"X4",0.995418628677726
2013-07-21 17:58:08.382,"X4",0.527477187803015
2013-07-21 17:58:09.382,"X4",0.734264264348894
2013-07-21 17:58:10.382,"X4",0.758763277670369
2013-07-21 17:58:11.382,"X4",0.689444913296029
2013-07-21 17:58:12.382,"X4",0.593817984918132
2013-07-21 17:58:13.382,"X4",0.302458862075582
2013-07-21 17:58:14.382,"X4",0.554551375564188
2013-07-21 17:58:15.382,"X4",0.556104966672137
2013-07-21 17:58:16.382,"X4",0.186469990527257
2013-07-21 17:58:17.382,"X4",0.311468960251659
2013-07-21 17:58:18.382,"X4",0.641881524352357
2013-07-21 17:58:19.382,"X4",0.882474867394194
2013-07-21 17:58:20.382,"X4",0.769018380437046
2013-07-21 17:58:21.382,"X4",0.920127059333026
2013-07-21 17:58:22.382,"X4",0.457289055222645
2013-07-21 17:58:23.382,"X4",0.936844549840316
2013-07-21 17:58:24.382,"X4",0.374683083267882
2013-07-21 17:58:25.382,"X4",0.278154304716736
2013-07-21 17:58:26.382,"X4",0.121494340477511
2013-07-21 17:58:27.382,"X4",0.0401757897343487
2013-07-21 17:58:28.382,"X4",0.503976528299972
2013-07-21 17:58:29.382,"X4",0.472303812857717
2013-07-21 17:58:30.382,"X4",0.558564664795995
2013-07-21 17:58:31.382,"X4",0.190430502174422
2013-07-21 17:58:32.382,"X4",0.832416687393561
2013-07-21 17:58:33.382,"X4",0.475974862230942
2013-07-21 17:58:34.382,"X4",0.0805791791062802
2013-07-21 17:58:35.382,"X4",0.977876801742241
2013-07-21 17:58:36.382,"X4",0.659217398380861
2013-07-21 17:58:37.382,"X4",0.674352605594322
2013-07-21 17:58:38.382,"X4",0.672854566248134
2013-07-21 17:58:39.382,"X4",0.935713228071108
2013-07-21 17:58:40.382,"X4",0.616728021064773
2013-07-21 17:58:41.382,"X4",0.803296316880733
2013-07-21 17:58:42.382,"X4",0.80179466959089
2013-07-21 17:58:43.382,"X4",0.413182248594239
2013-07-21 17:58:44.382,"X4",0.783658022992313
2013-07-21 17:58:45.382,"X4",0.850474758539349
2013-07-21 17:58:46.382,"X4",0.271635980112478
2013-07-21 17:58:47.382,"X4",0.190584440715611
2013-07-21 17:58:48.382,"X4",0.378367917379364
2013-07-21 17:58:49.382,"X4",0.145010400097817
2013-07-21 17:58:50.382,"X4",0.000610695919021964
2013-07-21 17:58:51.382,"X4",0.736483769491315
2013-07-21 17:58:52.382,"X4",0.890864587621763
2013-07-21 17:58:53.382,"X4",0.853738212957978
2013-07-21 17:58:54.382,"X4",0.694395738421008
2013-07-21 17:58:55.382,"X4",0.292124203406274
2013-07-21 17:58:56.382,"X4",0.0192251917906106
2013-07-21 17:58:57.382,"X4",0.352291227318347
2013-07-21 17:58:58.382,"X4",0.797213559737429
2013-07-21 17:58:59.382,"X4",0.80612842249684
2013-07-21 17:59:00.382,"X4",0.453443933045492
2013-07-21 17:59:01.382,"X4",0.29020841117017
2013-07-21 17:59:02.382,"X4",0.639115226687863
2013-07-21 17:59:03.382,"X4",0.114944463362917
2013-07-21 17:59:04.382,"X4",0.782903757644817
2013-07-21 17:59:05.382,"X4",0.324358396464959
2013-07-21 17:59:06.382,"X4",0.250021701911464
2013-07-21 17:59:07.382,"X4",0.183613828150555
2013-07-21 17:59:08.382,"X4",0.313865527510643
2013-07-21 17:59:09.382,"X4",0.380011549917981
2013-07-21 17:59:10.382,"X4",0.216008076677099
2013-07-21 17:59:11.382,"X4",0.843508943682536
2013-07-21 17:59:12.382,"X4",0.416812148177996
2013-07-21 17:57:33.382,"X5",0.425934110302478
2013-07-21 17:57:34.382,"X5",0.480299331014976
2013-07-21 17:57:35.382,"X5",0.542145179584622
2013-07-21 17:57:36.382,"X5",0.157896012766287
2013-07-21 17:57:37.382,"X5",0.783311176346615
2013-07-21 17:57:38.382,"X5",0.590267489431426
2013-07-21 17:57:39.382,"X5",0.790056892670691
2013-07-21 17:57:40.382,"X5",0.843238485045731
2013-07-21 17:57:41.382,"X5",0.0289112345781177
2013-07-21 17:57:42.382,"X5",0.538662981940433
2013-07-21 17:57:43.382,"X5",0.40258636046201
2013-07-21 17:57:44.382,"X5",0.822977466741577
2013-07-21 17:57:45.382,"X5",0.302228341111913
2013-07-21 17:57:46.382,"X5",0.794838177505881
2013-07-21 17:57:47.382,"X5",0.639156023273245
2013-07-21 17:57:48.382,"X5",0.287355695851147
2013-07-21 17:57:49.382,"X5",0.791958008660004
2013-07-21 17:57:50.382,"X5",0.837405731203035
2013-07-21 17:57:51.382,"X5",0.87611633585766
2013-07-21 17:57:52.382,"X5",0.361324573401362
2013-07-21 17:57:53.382,"X5",0.616419307421893
2013-07-21 17:57:54.382,"X5",0.829445556038991
2013-07-21 17:57:55.382,"X5",0.347203359706327
2013-07-21 17:57:56.382,"X5",0.540432821726426
2013-07-21 17:57:57.382,"X5",0.105185518972576
2013-07-21 17:57:58.382,"X5",0.474969652714208
2013-07-21 17:57:59.382,"X5",0.852286390028894
2013-07-21 17:58:00.382,"X5",0.285417173057795
2013-07-21 17:58:01.382,"X5",0.462408784776926
2013-07-21 17:58:02.382,"X5",0.218255034647882
2013-07-21 17:58:03.382,"X5",0.277203548466787
2013-07-21 17:58:04.382,"X5",0.933139920933172
2013-07-21 17:58:05.382,"X5",0.326117152813822
2013-07-21 17:58:06.382,"X5",0.652435816591606
2013-07-21 17:58:07.382,"X5",0.998734543565661
2013-07-21 17:58:08.382,"X5",0.356475049164146
2013-07-21 17:58:09.382,"X5",0.20330603979528
2013-07-21 17:58:10.382,"X5",0.774774422170594
2013-07-21 17:58:11.382,"X5",0.202976377680898
2013-07-21 17:58:12.382,"X5",0.018338571768254
2013-07-21 17:58:13.382,"X5",0.674172864761204
2013-07-21 17:58:14.382,"X5",0.230394833954051
2013-07-21 17:58:15.382,"X5",0.826211542123929
2013-07-21 17:58:16.382,"X5",0.27046136953868
2013-07-21 17:58:17.382,"X5",0.20994820795022
2013-07-21 17:58:18.382,"X5",0.568864861968905
2013-07-21 17:58:19.382,"X5",0.153750971425325
2013-07-21 17:58:20.382,"X5",0.601602859329432
2013-07-21 17:58:21.382,"X5",0.71193376253359
2013-07-21 17:58:22.382,"X5",0.926331092137843
2013-07-21 17:58:23.382,"X5",0.382150627672672
2013-07-21 17:58:24.382,"X5",0.95139858010225
2013-07-21 17:58:25.382,"X5",0.407075735740364
2013-07-21 17:58:26.382,"X5",0.66421890608035
2013-07-21 17:58:27.382,"X5",0.333565945504233
2013-07-21 17:58:28.382,"X5",0.827086342731491
2013-07-21 17:58:29.382,"X5",0.401207212125883
2013-07-21 17:58:30.382,"X5",0.820203458424658
2013-07-21 17:58:31.382,"X5",0.358026064699516
2013-07-21 17:58:32.382,"X5",0.917695525102317
2013-07-21 17:58:33.382,"X5",0.473890962079167
2013-07-21 17:58:34.382,"X5",0.119676230708137
2013-07-21 17:58:35.382,"X5",0.0364524489268661
2013-07-21 17:58:36.382,"X5",0.265640919562429
2013-07-21 17:58:37.382,"X5",0.721183780347928
2013-07-21 17:58:38.382,"X5",0.0220005258452147
2013-07-21 17:58:39.382,"X5",0.0169941489584744
2013-07-21 17:58:40.382,"X5",0.184416437521577
2013-07-21 17:58:41.382,"X5",0.581715143984184
2013-07-21 17:58:42.382,"X5",0.896282633999363
2013-07-21 17:58:43.382,"X5",0.834474055562168
2013-07-21 17:58:44.382,"X5",0.917202629847452
2013-07-21 17:58:45.382,"X5",0.11752764810808
2013-07-21 17:58:46.382,"X5",0.401673745596781
2013-07-21 17:58:47.382,"X5",0.0715680443681777
2013-07-21 17:58:48.382,"X5",0.209174331976101
2013-07-21 17:58:49.382,"X5",0.697684108512476
2013-07-21 17:58:50.382,"X5",0.765901539940387
2013-07-21 17:58:51.382,"X5",0.648143531987444
2013-07-21 17:58:52.382,"X5",0.00246525905095041
2013-07-21 17:58:53.382,"X5",0.865736627252772
2013-07-21 17:58:54.382,"X5",0.949029619107023
2013-07-21 17:58:55.382,"X5",0.419896786333993
2013-07-21 17:58:56.382,"X5",0.0991346137598157
2013-07-21 17:58:57.382,"X5",0.8946420813445
2013-07-21 17:58:58.382,"X5",0.767796974629164
2013-07-21 17:58:59.382,"X5",0.353996312711388
2013-07-21 17:59:00.382,"X5",0.192129106028005
2013-07-21 17:59:01.382,"X5",0.596090162871405
2013-07-21 17:59:02.382,"X5",0.740260822232813
2013-07-21 17:59:03.382,"X5",0.714959095232189
2013-07-21 17:59:04.382,"X5",0.748759553767741
2013-07-21 17:59:05.382,"X5",0.925177600933239
2013-07-21 17:59:06.382,"X5",0.85091356257908
2013-07-21 17:59:07.382,"X5",0.486831921851262
2013-07-21 17:59:08.382,"X5",0.303194092353806
2013-07-21 17:59:09.382,"X5",0.551326801767573
2013-07-21 17:59:10.382,"X5",0.69811963965185
2013-07-21 17:59:11.382,"X5",0.383957042125985
2013-07-21 17:59:12.382,"X5",0.783977447776124
2013-07-21 17:57:33.382,"X6",0.278141541406512
2013-07-21 17:57:34.382,"X6",0.365241771098226
2013-07-21 17:57:35.382,"X6",0.740534473210573
2013-07-21 17:57:36.382,"X6",0.0612633205018938
2013-07-21 17:57:37.382,"X6",0.570741398725659
2013-07-21 17:57:38.382,"X6",0.390867610694841
2013-07-21 17:57:39.382,"X6",0.505724649177864
2013-07-21 17:57:40.382,"X6",0.427903890609741
2013-07-21 17:57:41.382,"X6",0.523681092541665
2013-07-21 17:57:42.382,"X6",0.681180105078965
2013-07-21 17:57:43.382,"X6",0.976814869325608
2013-07-21 17:57:44.382,"X6",0.297280522063375
2013-07-21 17:57:45.382,"X6",0.93750690179877
2013-07-21 17:57:46.382,"X6",0.003965969895944
2013-07-21 17:57:47.382,"X6",0.301036485238001
2013-07-21 17:57:48.382,"X6",0.883422756567597
